company,batch,website,industries,one_liner,description,founder_name,founder_linkedin,yc_url
Garage,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Marketplace for America's most essential assets,"Marketplace for America's most essential assets. Founded in 2023 by Martin Hunt and Alaz Sengul, Garage has 25 employees based in New York City. Garage is hiring for 13 roles in support, sales, marketing, operations, and engineering.",Martin Hunt,https://linkedin.com/in/martin-hunt-a3392999,https://www.ycombinator.com/companies/garage-2
Garage,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Marketplace for America's most essential assets,"Marketplace for America's most essential assets. Founded in 2023 by Martin Hunt and Alaz Sengul, Garage has 25 employees based in New York City. Garage is hiring for 13 roles in support, sales, marketing, operations, and engineering.",Alaz Sengul,https://linkedin.com/in/alazsengul,https://www.ycombinator.com/companies/garage-2
Garage,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Marketplace for America's most essential assets,"Marketplace for America's most essential assets. Founded in 2023 by Martin Hunt and Alaz Sengul, Garage has 25 employees based in New York City. Garage is hiring for 13 roles in support, sales, marketing, operations, and engineering.",Martin Hunt,https://www.linkedin.com/in/martin-hunt-a3392999,https://www.ycombinator.com/companies/garage-2
Garage,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Marketplace for America's most essential assets,"Marketplace for America's most essential assets. Founded in 2023 by Martin Hunt and Alaz Sengul, Garage has 25 employees based in New York City. Garage is hiring for 13 roles in support, sales, marketing, operations, and engineering.",Alaz Sengul,https://www.linkedin.com/in/alazsengul,https://www.ycombinator.com/companies/garage-2
Alex,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Your AI recruiter for interviewing and identifying the best talent,"Your AI recruiter for interviewing and identifying the best talent. Founded in 2023 by John Rytel and Aaron Wang, Alex has 30 employees based in San Francisco. Alex is hiring for 1 roles in engineering.",Aaronjwang,https://linkedin.com/in/aaronjwang,https://www.ycombinator.com/companies/alex-com
Alex,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Your AI recruiter for interviewing and identifying the best talent,"Your AI recruiter for interviewing and identifying the best talent. Founded in 2023 by John Rytel and Aaron Wang, Alex has 30 employees based in San Francisco. Alex is hiring for 1 roles in engineering.",John Rytel,https://linkedin.com/in/john-rytel-955436221,https://www.ycombinator.com/companies/alex-com
Alex,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Your AI recruiter for interviewing and identifying the best talent,"Your AI recruiter for interviewing and identifying the best talent. Founded in 2023 by John Rytel and Aaron Wang, Alex has 30 employees based in San Francisco. Alex is hiring for 1 roles in engineering.",John Rytel,https://linkedin.com/in/johnrytel,https://www.ycombinator.com/companies/alex-com
Newton,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-powered phone platform for dentists,"AI-powered phone platform for dentists. Founded in 2023 by Rohit Chaparala and Sam Detjen, Newton has 4 employees based in San Francisco. Newton is hiring for 2 roles in sales and engineering.",Rohit Chaparala,https://linkedin.com/in/rohit-chaparala-53201710a,https://www.ycombinator.com/companies/newton
Newton,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI-powered phone platform for dentists,"AI-powered phone platform for dentists. Founded in 2023 by Rohit Chaparala and Sam Detjen, Newton has 4 employees based in San Francisco. Newton is hiring for 2 roles in sales and engineering.",Sam Detjen,https://www.linkedin.com/in/sam-detjen-93243b129,https://www.ycombinator.com/companies/newton
Tuesday Labs,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Delightful robots,"Delightful robots. Founded in 2023 by Rosalind Shinkle, Tuesday Labs has 7 employees based in New York City. Tuesday Labs is hiring for 1 roles in operations.",Rosalind Shinkle,https://linkedin.com/in/rosalind-shinkle,https://www.ycombinator.com/companies/tuesday-labs
Momentic,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The agentic quality platform for web and mobile,"The agentic quality platform for web and mobile. Founded in 2023 by Jeff An and Wei-Wei Wu, Momentic has 15 employees based in San Francisco. Momentic is hiring for 1 roles in engineering.",Hungweiwu,https://linkedin.com/in/hungweiwu,https://www.ycombinator.com/companies/momentic
Momentic,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The agentic quality platform for web and mobile,"The agentic quality platform for web and mobile. Founded in 2023 by Jeff An and Wei-Wei Wu, Momentic has 15 employees based in San Francisco. Momentic is hiring for 1 roles in engineering.",Jeff An,https://linkedin.com/in/jeff-an,https://www.ycombinator.com/companies/momentic
Momentic,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The agentic quality platform for web and mobile,"The agentic quality platform for web and mobile. Founded in 2023 by Jeff An and Wei-Wei Wu, Momentic has 15 employees based in San Francisco. Momentic is hiring for 1 roles in engineering.",Hungweiwu,https://www.linkedin.com/in/hungweiwu,https://www.ycombinator.com/companies/momentic
Momentic,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The agentic quality platform for web and mobile,"The agentic quality platform for web and mobile. Founded in 2023 by Jeff An and Wei-Wei Wu, Momentic has 15 employees based in San Francisco. Momentic is hiring for 1 roles in engineering.",Jeff An,https://www.linkedin.com/in/jeff-an,https://www.ycombinator.com/companies/momentic
Reducto,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The complete agentic document platform,"The complete agentic document platform. Founded in 2023 by Adit Abraham and Raunak Chowdhuri, Reducto has 30 employees based in San Francisco. Reducto is hiring for 3 roles in engineering.",Adit Abraham,https://linkedin.com/in/aditabraham,https://www.ycombinator.com/companies/reducto
Reducto,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,The complete agentic document platform,"The complete agentic document platform. Founded in 2023 by Adit Abraham and Raunak Chowdhuri, Reducto has 30 employees based in San Francisco. Reducto is hiring for 3 roles in engineering.",Sauhaarda,https://linkedin.com/in/sauhaarda,https://www.ycombinator.com/companies/reducto
Poka Labs,Summer 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Helping industrial manufacturers win deals fast, at the right price.","Helping industrial manufacturers win deals fast, at the right price. Founded in 2023 by Andrew Bass and Malay Shah, Poka Labs has 5 employees based in San Francisco. Poka Labs is hiring for 2 roles in engineering and operations.",Andrew Bass,https://linkedin.com/in/andrewbass,https://www.ycombinator.com/companies/poka-labs
Poka Labs,Summer 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,"Helping industrial manufacturers win deals fast, at the right price.","Helping industrial manufacturers win deals fast, at the right price. Founded in 2023 by Andrew Bass and Malay Shah, Poka Labs has 5 employees based in San Francisco. Poka Labs is hiring for 2 roles in engineering and operations.",Yalamshah,https://linkedin.com/in/yalamshah,https://www.ycombinator.com/companies/poka-labs
Kabilah,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Pioneering Generative AI for Nursing,"Pioneering Generative AI for Nursing. Founded in 2024 by Umar Nadeem and Sarah Raza, Kabilah has employees based in New York City. Kabilah is hiring for 4 roles in engineering and support.",Sraza007,https://linkedin.com/in/sraza007,https://www.ycombinator.com/companies/kabilah
Kabilah,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Pioneering Generative AI for Nursing,"Pioneering Generative AI for Nursing. Founded in 2024 by Umar Nadeem and Sarah Raza, Kabilah has employees based in New York City. Kabilah is hiring for 4 roles in engineering and support.",Umar Nadeem,https://linkedin.com/in/mumarnadeem,https://www.ycombinator.com/companies/kabilah
Kabilah,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Pioneering Generative AI for Nursing,"Pioneering Generative AI for Nursing. Founded in 2024 by Umar Nadeem and Sarah Raza, Kabilah has employees based in New York City. Kabilah is hiring for 4 roles in engineering and support.",Sraza007,https://www.linkedin.com/in/sraza007,https://www.ycombinator.com/companies/kabilah
Kabilah,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Pioneering Generative AI for Nursing,"Pioneering Generative AI for Nursing. Founded in 2024 by Umar Nadeem and Sarah Raza, Kabilah has employees based in New York City. Kabilah is hiring for 4 roles in engineering and support.",Umar Nadeem,https://www.linkedin.com/in/mumarnadeem,https://www.ycombinator.com/companies/kabilah
Tekton Dynamics,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI control layer for welding robots,"AI control layer for welding robots. Founded in 2023 by Max Ahrens, Tekton Dynamics has 3 employees based in London. Tekton Dynamics is hiring for 2 roles in engineering and operations.",Maximilianahrens,https://linkedin.com/in/maximilianahrens,https://www.ycombinator.com/companies/tekton-dynamics
Tekton Dynamics,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,AI control layer for welding robots,"AI control layer for welding robots. Founded in 2023 by Max Ahrens, Tekton Dynamics has 3 employees based in London. Tekton Dynamics is hiring for 2 roles in engineering and operations.",Eduardo Candela,https://linkedin.com/in/eduardo-candela-garza,https://www.ycombinator.com/companies/tekton-dynamics
Duckie,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Build AI Support Agents in Minutes,"Build AI Support Agents in Minutes. Founded in 2023 by Valerie Li and Joel Ritossa, Duckie has 4 employees based in San Francisco. Duckie is hiring for 1 roles in sales.",Peifeili,https://linkedin.com/in/peifeili,https://www.ycombinator.com/companies/duckie
Duckie,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Build AI Support Agents in Minutes,"Build AI Support Agents in Minutes. Founded in 2023 by Valerie Li and Joel Ritossa, Duckie has 4 employees based in San Francisco. Duckie is hiring for 1 roles in sales.",Joel Ritossa,https://linkedin.com/in/joel-ritossa,https://www.ycombinator.com/companies/duckie
Ubicloud,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open source alternative to AWS,"Open source alternative to AWS. Founded in 2023 by Umur Cubukcu, Ozgun Erdogan, and Daniel Farina, Ubicloud has 15 employees based in San Francisco. Ubicloud is hiring for 1 roles in engineering.",Umur Cubukcu,https://linkedin.com/in/umurc,https://www.ycombinator.com/companies/ubicloud
Ubicloud,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open source alternative to AWS,"Open source alternative to AWS. Founded in 2023 by Umur Cubukcu, Ozgun Erdogan, and Daniel Farina, Ubicloud has 15 employees based in San Francisco. Ubicloud is hiring for 1 roles in engineering.",Ozgun Erdogan,https://linkedin.com/in/ozgune,https://www.ycombinator.com/companies/ubicloud
Ubicloud,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open source alternative to AWS,"Open source alternative to AWS. Founded in 2023 by Umur Cubukcu, Ozgun Erdogan, and Daniel Farina, Ubicloud has 15 employees based in San Francisco. Ubicloud is hiring for 1 roles in engineering.",Danfarina,https://linkedin.com/in/danfarina,https://www.ycombinator.com/companies/ubicloud
Ubicloud,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open source alternative to AWS,"Open source alternative to AWS. Founded in 2023 by Umur Cubukcu, Ozgun Erdogan, and Daniel Farina, Ubicloud has 15 employees based in San Francisco. Ubicloud is hiring for 1 roles in engineering.",Umur Cubukcu,https://www.linkedin.com/in/umurc,https://www.ycombinator.com/companies/ubicloud
Ubicloud,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open source alternative to AWS,"Open source alternative to AWS. Founded in 2023 by Umur Cubukcu, Ozgun Erdogan, and Daniel Farina, Ubicloud has 15 employees based in San Francisco. Ubicloud is hiring for 1 roles in engineering.",Ozgun Erdogan,https://www.linkedin.com/in/ozgune,https://www.ycombinator.com/companies/ubicloud
Ubicloud,Winter 2024,https://startupschool.org?utm_source=yc&utm_campaign=ycdc_header,,Open source alternative to AWS,"Open source alternative to AWS. Founded in 2023 by Umur Cubukcu, Ozgun Erdogan, and Daniel Farina, Ubicloud has 15 employees based in San Francisco. Ubicloud is hiring for 1 roles in engineering.",Danfarina,https://www.linkedin.com/in/danfarina,https://www.ycombinator.com/companies/ubicloud
